comune,area,regione,sigla
San Pietro in Guarano,Sud,Calabria,CS
San Sosti,Sud,Calabria,CS
Santa Caterina Albanese,Sud,Calabria,CS
Santa Domenica Talao,Sud,Calabria,CS
Sant'Agata di Esaro,Sud,Calabria,CS
Santa Maria del Cedro,Sud,Calabria,CS
Santa Sofia d'Epiro,Sud,Calabria,CS
Santo Stefano di Rogliano,Sud,Calabria,CS
San Vincenzo La Costa,Sud,Calabria,CS
Saracena,Sud,Calabria,CS
Scala Coeli,Sud,Calabria,CS
Scalea,Sud,Calabria,CS
Scigliano,Sud,Calabria,CS
Serra d'Aiello,Sud,Calabria,CS
Spezzano Albanese,Sud,Calabria,CS
Spezzano della Sila,Sud,Calabria,CS
Tarsia,Sud,Calabria,CS
Terranova da Sibari,Sud,Calabria,CS
Terravecchia,Sud,Calabria,CS
Torano Castello,Sud,Calabria,CS
Tortora,Sud,Calabria,CS
Trebisacce,Sud,Calabria,CS
Vaccarizzo Albanese,Sud,Calabria,CS
Verbicaro,Sud,Calabria,CS
Villapiana,Sud,Calabria,CS
Zumpano,Sud,Calabria,CS
Casali del Manco,Sud,Calabria,CS
Corigliano-Rossano,Sud,Calabria,CS
Albi,Sud,Calabria,CZ
Amaroni,Sud,Calabria,CZ
Amato,Sud,Calabria,CZ
Andali,Sud,Calabria,CZ
Argusto,Sud,Calabria,CZ
Badolato,Sud,Calabria,CZ
Belcastro,Sud,Calabria,CZ
Borgia,Sud,Calabria,CZ
Botricello,Sud,Calabria,CZ
Caraffa di Catanzaro,Sud,Calabria,CZ
Cardinale,Sud,Calabria,CZ
Carlopoli,Sud,Calabria,CZ
Catanzaro,Sud,Calabria,CZ
Cenadi,Sud,Calabria,CZ
Centrache,Sud,Calabria,CZ
Cerva,Sud,Calabria,CZ
Chiaravalle Centrale,Sud,Calabria,CZ
Cicala,Sud,Calabria,CZ
Conflenti,Sud,Calabria,CZ
Cortale,Sud,Calabria,CZ
Cropani,Sud,Calabria,CZ
Curinga,Sud,Calabria,CZ
Davoli,Sud,Calabria,CZ
Decollatura,Sud,Calabria,CZ
Falerna,Sud,Calabria,CZ
Feroleto Antico,Sud,Calabria,CZ
Fossato Serralta,Sud,Calabria,CZ
Gagliato,Sud,Calabria,CZ
Gasperina,Sud,Calabria,CZ
Gimigliano,Sud,Calabria,CZ
Girifalco,Sud,Calabria,CZ
Gizzeria,Sud,Calabria,CZ
Guardavalle,Sud,Calabria,CZ
Isca sullo Ionio,Sud,Calabria,CZ
Jacurso,Sud,Calabria,CZ
Magisano,Sud,Calabria,CZ
Maida,Sud,Calabria,CZ
Marcedusa,Sud,Calabria,CZ
Marcellinara,Sud,Calabria,CZ
Martirano,Sud,Calabria,CZ
Martirano Lombardo,Sud,Calabria,CZ
Miglierina,Sud,Calabria,CZ
Montauro,Sud,Calabria,CZ
Montepaone,Sud,Calabria,CZ
Motta Santa Lucia,Sud,Calabria,CZ
Nocera Terinese,Sud,Calabria,CZ
Olivadi,Sud,Calabria,CZ
Palermiti,Sud,Calabria,CZ
Pentone,Sud,Calabria,CZ
Petrizzi,Sud,Calabria,CZ
Petronà,Sud,Calabria,CZ
Pianopoli,Sud,Calabria,CZ
Platania,Sud,Calabria,CZ
San Floro,Sud,Calabria,CZ
San Mango d'Aquino,Sud,Calabria,CZ
San Pietro a Maida,Sud,Calabria,CZ
San Pietro Apostolo,Sud,Calabria,CZ
San Sostene,Sud,Calabria,CZ
Santa Caterina dello Ionio,Sud,Calabria,CZ
Sant'Andrea Apostolo dello Ionio,Sud,Calabria,CZ
San Vito sullo Ionio,Sud,Calabria,CZ
Satriano,Sud,Calabria,CZ
Sellia,Sud,Calabria,CZ
Sellia Marina,Sud,Calabria,CZ
Serrastretta,Sud,Calabria,CZ
Sersale,Sud,Calabria,CZ
Settingiano,Sud,Calabria,CZ
Simeri Crichi,Sud,Calabria,CZ
Sorbo San Basile,Sud,Calabria,CZ
Soverato,Sud,Calabria,CZ
Soveria Mannelli,Sud,Calabria,CZ
Soveria Simeri,Sud,Calabria,CZ
Squillace,Sud,Calabria,CZ
Stalettì,Sud,Calabria,CZ
Taverna,Sud,Calabria,CZ
Tiriolo,Sud,Calabria,CZ
Torre di Ruggiero,Sud,Calabria,CZ
Vallefiorita,Sud,Calabria,CZ
Zagarise,Sud,Calabria,CZ
Lamezia Terme,Sud,Calabria,CZ
Africo,Sud,Calabria,RC
Agnana Calabra,Sud,Calabria,RC
Anoia,Sud,Calabria,RC
Antonimina,Sud,Calabria,RC
Ardore,Sud,Calabria,RC
Bagaladi,Sud,Calabria,RC
Bagnara Calabra,Sud,Calabria,RC
Benestare,Sud,Calabria,RC
Bianco,Sud,Calabria,RC
Bivongi,Sud,Calabria,RC
Bova,Sud,Calabria,RC
Bovalino,Sud,Calabria,RC
Bova Marina,Sud,Calabria,RC
Brancaleone,Sud,Calabria,RC
Bruzzano Zeffirio,Sud,Calabria,RC
Calanna,Sud,Calabria,RC
Camini,Sud,Calabria,RC
Campo Calabro,Sud,Calabria,RC
Candidoni,Sud,Calabria,RC
Canolo,Sud,Calabria,RC
Caraffa del Bianco,Sud,Calabria,RC
Cardeto,Sud,Calabria,RC
Careri,Sud,Calabria,RC
Casignana,Sud,Calabria,RC
Caulonia,Sud,Calabria,RC
Ciminà,Sud,Calabria,RC
Cinquefrondi,Sud,Calabria,RC
Cittanova,Sud,Calabria,RC
Condofuri,Sud,Calabria,RC
Cosoleto,Sud,Calabria,RC
Delianuova,Sud,Calabria,RC
Feroleto della Chiesa,Sud,Calabria,RC
Ferruzzano,Sud,Calabria,RC
Fiumara,Sud,Calabria,RC
Galatro,Sud,Calabria,RC
Gerace,Sud,Calabria,RC
Giffone,Sud,Calabria,RC
Gioia Tauro,Sud,Calabria,RC
Gioiosa Ionica,Sud,Calabria,RC
Grotteria,Sud,Calabria,RC
Laganadi,Sud,Calabria,RC
Laureana di Borrello,Sud,Calabria,RC
Locri,Sud,Calabria,RC
Mammola,Sud,Calabria,RC
Marina di Gioiosa Ionica,Sud,Calabria,RC
Maropati,Sud,Calabria,RC
Martone,Sud,Calabria,RC
Melicuccà,Sud,Calabria,RC
Melicucco,Sud,Calabria,RC
Melito di Porto Salvo,Sud,Calabria,RC
Molochio,Sud,Calabria,RC
Monasterace,Sud,Calabria,RC
Montebello Jonico,Sud,Calabria,RC
Motta San Giovanni,Sud,Calabria,RC
Oppido Mamertina,Sud,Calabria,RC
Palizzi,Sud,Calabria,RC
Palmi,Sud,Calabria,RC
Pazzano,Sud,Calabria,RC
Placanica,Sud,Calabria,RC
Platì,Sud,Calabria,RC
Polistena,Sud,Calabria,RC
Portigliola,Sud,Calabria,RC
Reggio di Calabria,Sud,Calabria,RC
Riace,Sud,Calabria,RC
Rizziconi,Sud,Calabria,RC
Roccaforte del Greco,Sud,Calabria,RC
Roccella Ionica,Sud,Calabria,RC
Roghudi,Sud,Calabria,RC
Rosarno,Sud,Calabria,RC
Samo,Sud,Calabria,RC
San Giorgio Morgeto,Sud,Calabria,RC
San Giovanni di Gerace,Sud,Calabria,RC
San Lorenzo,Sud,Calabria,RC
San Luca,Sud,Calabria,RC
San Pietro di Caridà,Sud,Calabria,RC
San Procopio,Sud,Calabria,RC
San Roberto,Sud,Calabria,RC
Santa Cristina d'Aspromonte,Sud,Calabria,RC
Sant'Agata del Bianco,Sud,Calabria,RC
Sant'Alessio in Aspromonte,Sud,Calabria,RC
Sant'Eufemia d'Aspromonte,Sud,Calabria,RC
Sant'Ilario dello Ionio,Sud,Calabria,RC
Santo Stefano in Aspromonte,Sud,Calabria,RC
Scido,Sud,Calabria,RC
Scilla,Sud,Calabria,RC
Seminara,Sud,Calabria,RC
Serrata,Sud,Calabria,RC
Siderno,Sud,Calabria,RC
Sinopoli,Sud,Calabria,RC
Staiti,Sud,Calabria,RC
Stignano,Sud,Calabria,RC
Stilo,Sud,Calabria,RC
Taurianova,Sud,Calabria,RC
Terranova Sappo Minulio,Sud,Calabria,RC
Varapodio,Sud,Calabria,RC
Villa San Giovanni,Sud,Calabria,RC
San Ferdinando,Sud,Calabria,RC
Belvedere di Spinello,Sud,Calabria,KR
Caccuri,Sud,Calabria,KR
Carfizzi,Sud,Calabria,KR
Casabona,Sud,Calabria,KR
Castelsilano,Sud,Calabria,KR
Cerenzia,Sud,Calabria,KR
Cirò,Sud,Calabria,KR
Cirò Marina,Sud,Calabria,KR
Cotronei,Sud,Calabria,KR
Crotone,Sud,Calabria,KR
Crucoli,Sud,Calabria,KR
Cutro,Sud,Calabria,KR
Isola di Capo Rizzuto,Sud,Calabria,KR
Melissa,Sud,Calabria,KR
Mesoraca,Sud,Calabria,KR
Pallagorio,Sud,Calabria,KR
Petilia Policastro,Sud,Calabria,KR
Roccabernarda,Sud,Calabria,KR
Rocca di Neto,Sud,Calabria,KR
San Mauro Marchesato,Sud,Calabria,KR
San Nicola dell'Alto,Sud,Calabria,KR
Santa Severina,Sud,Calabria,KR
Savelli,Sud,Calabria,KR
Scandale,Sud,Calabria,KR
Strongoli,Sud,Calabria,KR
Umbriatico,Sud,Calabria,KR
Verzino,Sud,Calabria,KR
Acquaro,Sud,Calabria,VV
Arena,Sud,Calabria,VV
Briatico,Sud,Calabria,VV
Brognaturo,Sud,Calabria,VV
Capistrano,Sud,Calabria,VV
Cessaniti,Sud,Calabria,VV
Dasà,Sud,Calabria,VV
Dinami,Sud,Calabria,VV
Drapia,Sud,Calabria,VV
Fabrizia,Sud,Calabria,VV
Filadelfia,Sud,Calabria,VV
Filandari,Sud,Calabria,VV
Filogaso,Sud,Calabria,VV
Francavilla Angitola,Sud,Calabria,VV
Francica,Sud,Calabria,VV
Gerocarne,Sud,Calabria,VV
Ionadi,Sud,Calabria,VV
Joppolo,Sud,Calabria,VV
Limbadi,Sud,Calabria,VV
Maierato,Sud,Calabria,VV
Mileto,Sud,Calabria,VV
Mongiana,Sud,Calabria,VV
Monterosso Calabro,Sud,Calabria,VV
Nardodipace,Sud,Calabria,VV
Nicotera,Sud,Calabria,VV
Parghelia,Sud,Calabria,VV
Pizzo,Sud,Calabria,VV
Pizzoni,Sud,Calabria,VV
Polia,Sud,Calabria,VV
Ricadi,Sud,Calabria,VV
Rombiolo,Sud,Calabria,VV
San Calogero,Sud,Calabria,VV
San Costantino Calabro,Sud,Calabria,VV
San Gregorio d'Ippona,Sud,Calabria,VV
San Nicola da Crissa,Sud,Calabria,VV
Sant'Onofrio,Sud,Calabria,VV
Serra San Bruno,Sud,Calabria,VV
Simbario,Sud,Calabria,VV
Sorianello,Sud,Calabria,VV
Soriano Calabro,Sud,Calabria,VV
Spadola,Sud,Calabria,VV
Spilinga,Sud,Calabria,VV
Stefanaconi,Sud,Calabria,VV
Tropea,Sud,Calabria,VV
Vallelonga,Sud,Calabria,VV
Vazzano,Sud,Calabria,VV
Vibo Valentia,Sud,Calabria,VV
Zaccanopoli,Sud,Calabria,VV
Zambrone,Sud,Calabria,VV
Zungri,Sud,Calabria,VV
Alcamo,Isole,Sicilia,TP
Buseto Palizzolo,Isole,Sicilia,TP
Calatafimi-Segesta,Isole,Sicilia,TP
Campobello di Mazara,Isole,Sicilia,TP
Castellammare del Golfo,Isole,Sicilia,TP
Castelvetrano,Isole,Sicilia,TP
Custonaci,Isole,Sicilia,TP
Erice,Isole,Sicilia,TP
Favignana,Isole,Sicilia,TP
Gibellina,Isole,Sicilia,TP
Marsala,Isole,Sicilia,TP
Mazara del Vallo,Isole,Sicilia,TP
Paceco,Isole,Sicilia,TP
Pantelleria,Isole,Sicilia,TP
Partanna,Isole,Sicilia,TP
Poggioreale,Isole,Sicilia,TP
Salaparuta,Isole,Sicilia,TP
Salemi,Isole,Sicilia,TP
Santa Ninfa,Isole,Sicilia,TP
San Vito Lo Capo,Isole,Sicilia,TP
Trapani,Isole,Sicilia,TP
Valderice,Isole,Sicilia,TP
Vita,Isole,Sicilia,TP
Petrosino,Isole,Sicilia,TP
Alia,Isole,Sicilia,PA
Alimena,Isole,Sicilia,PA
Aliminusa,Isole,Sicilia,PA
Altavilla Milicia,Isole,Sicilia,PA
Altofonte,Isole,Sicilia,PA
Bagheria,Isole,Sicilia,PA
Balestrate,Isole,Sicilia,PA
Baucina,Isole,Sicilia,PA
Belmonte Mezzagno,Isole,Sicilia,PA
Bisacquino,Isole,Sicilia,PA
Bolognetta,Isole,Sicilia,PA
Bompietro,Isole,Sicilia,PA
Borgetto,Isole,Sicilia,PA
Caccamo,Isole,Sicilia,PA
Caltavuturo,Isole,Sicilia,PA
Campofelice di Fitalia,Isole,Sicilia,PA
Campofelice di Roccella,Isole,Sicilia,PA
Campofiorito,Isole,Sicilia,PA
Camporeale,Isole,Sicilia,PA
Capaci,Isole,Sicilia,PA
Carini,Isole,Sicilia,PA
Castelbuono,Isole,Sicilia,PA
Casteldaccia,Isole,Sicilia,PA
Castellana Sicula,Isole,Sicilia,PA
Castronovo di Sicilia,Isole,Sicilia,PA
Cefalà Diana,Isole,Sicilia,PA
Cefalù,Isole,Sicilia,PA
Cerda,Isole,Sicilia,PA
Chiusa Sclafani,Isole,Sicilia,PA
Ciminna,Isole,Sicilia,PA
Cinisi,Isole,Sicilia,PA
Collesano,Isole,Sicilia,PA
Contessa Entellina,Isole,Sicilia,PA
Corleone,Isole,Sicilia,PA
Ficarazzi,Isole,Sicilia,PA
Gangi,Isole,Sicilia,PA
Geraci Siculo,Isole,Sicilia,PA
Giardinello,Isole,Sicilia,PA
Giuliana,Isole,Sicilia,PA
Godrano,Isole,Sicilia,PA
Gratteri,Isole,Sicilia,PA
Isnello,Isole,Sicilia,PA
Isola delle Femmine,Isole,Sicilia,PA
Lascari,Isole,Sicilia,PA
Lercara Friddi,Isole,Sicilia,PA
Marineo,Isole,Sicilia,PA
Mezzojuso,Isole,Sicilia,PA
Misilmeri,Isole,Sicilia,PA
Monreale,Isole,Sicilia,PA
Montelepre,Isole,Sicilia,PA
Montemaggiore Belsito,Isole,Sicilia,PA
Palazzo Adriano,Isole,Sicilia,PA
Palermo,Isole,Sicilia,PA
Partinico,Isole,Sicilia,PA
Petralia Soprana,Isole,Sicilia,PA
Petralia Sottana,Isole,Sicilia,PA
Piana degli Albanesi,Isole,Sicilia,PA
Polizzi Generosa,Isole,Sicilia,PA
Pollina,Isole,Sicilia,PA
Prizzi,Isole,Sicilia,PA
Roccamena,Isole,Sicilia,PA
Roccapalumba,Isole,Sicilia,PA
San Cipirello,Isole,Sicilia,PA
San Giuseppe Jato,Isole,Sicilia,PA
San Mauro Castelverde,Isole,Sicilia,PA
Santa Cristina Gela,Isole,Sicilia,PA
Santa Flavia,Isole,Sicilia,PA
Sciara,Isole,Sicilia,PA
Sclafani Bagni,Isole,Sicilia,PA
Termini Imerese,Isole,Sicilia,PA
Terrasini,Isole,Sicilia,PA
Torretta,Isole,Sicilia,PA
Trabia,Isole,Sicilia,PA
Trappeto,Isole,Sicilia,PA
Ustica,Isole,Sicilia,PA
Valledolmo,Isole,Sicilia,PA
Ventimiglia di Sicilia,Isole,Sicilia,PA
Vicari,Isole,Sicilia,PA
Villabate,Isole,Sicilia,PA
Villafrati,Isole,Sicilia,PA
Scillato,Isole,Sicilia,PA
Blufi,Isole,Sicilia,PA
Alcara li Fusi,Isole,Sicilia,ME
Alì,Isole,Sicilia,ME
Alì Terme,Isole,Sicilia,ME
Antillo,Isole,Sicilia,ME
Barcellona Pozzo di Gotto,Isole,Sicilia,ME
Basicò,Isole,Sicilia,ME
Brolo,Isole,Sicilia,ME
Capizzi,Isole,Sicilia,ME
Capo d'Orlando,Isole,Sicilia,ME
Capri Leone,Isole,Sicilia,ME
Caronia,Isole,Sicilia,ME
Casalvecchio Siculo,Isole,Sicilia,ME
Castel di Lucio,Isole,Sicilia,ME
Castell'Umberto,Isole,Sicilia,ME
Castelmola,Isole,Sicilia,ME
Castroreale,Isole,Sicilia,ME
Cesarò,Isole,Sicilia,ME
Condrò,Isole,Sicilia,ME
Falcone,Isole,Sicilia,ME
Ficarra,Isole,Sicilia,ME
Fiumedinisi,Isole,Sicilia,ME
Floresta,Isole,Sicilia,ME
Fondachelli-Fantina,Isole,Sicilia,ME
Forza d'Agrò,Isole,Sicilia,ME
Francavilla di Sicilia,Isole,Sicilia,ME
Frazzanò,Isole,Sicilia,ME
Furci Siculo,Isole,Sicilia,ME
Furnari,Isole,Sicilia,ME
Gaggi,Isole,Sicilia,ME
Galati Mamertino,Isole,Sicilia,ME
Gallodoro,Isole,Sicilia,ME
Giardini-Naxos,Isole,Sicilia,ME
Gioiosa Marea,Isole,Sicilia,ME
Graniti,Isole,Sicilia,ME
Gualtieri Sicaminò,Isole,Sicilia,ME
Itala,Isole,Sicilia,ME
Leni,Isole,Sicilia,ME
Letojanni,Isole,Sicilia,ME
Librizzi,Isole,Sicilia,ME
Limina,Isole,Sicilia,ME
Lipari,Isole,Sicilia,ME
Longi,Isole,Sicilia,ME
Malfa,Isole,Sicilia,ME
Malvagna,Isole,Sicilia,ME
Mandanici,Isole,Sicilia,ME
Mazzarrà Sant'Andrea,Isole,Sicilia,ME
Merì,Isole,Sicilia,ME
Messina,Isole,Sicilia,ME
Milazzo,Isole,Sicilia,ME
Militello Rosmarino,Isole,Sicilia,ME
Mirto,Isole,Sicilia,ME
Mistretta,Isole,Sicilia,ME
Moio Alcantara,Isole,Sicilia,ME
Monforte San Giorgio,Isole,Sicilia,ME
Mongiuffi Melia,Isole,Sicilia,ME
Montagnareale,Isole,Sicilia,ME
Montalbano Elicona,Isole,Sicilia,ME
Motta Camastra,Isole,Sicilia,ME
Motta d'Affermo,Isole,Sicilia,ME
Naso,Isole,Sicilia,ME
Nizza di Sicilia,Isole,Sicilia,ME
Novara di Sicilia,Isole,Sicilia,ME
Oliveri,Isole,Sicilia,ME
Pace del Mela,Isole,Sicilia,ME
Pagliara,Isole,Sicilia,ME
Patti,Isole,Sicilia,ME
Pettineo,Isole,Sicilia,ME
Piraino,Isole,Sicilia,ME
Raccuja,Isole,Sicilia,ME
Reitano,Isole,Sicilia,ME
Roccafiorita,Isole,Sicilia,ME
Roccalumera,Isole,Sicilia,ME
Roccavaldina,Isole,Sicilia,ME
Roccella Valdemone,Isole,Sicilia,ME
Rodì Milici,Isole,Sicilia,ME
Rometta,Isole,Sicilia,ME
San Filippo del Mela,Isole,Sicilia,ME
San Fratello,Isole,Sicilia,ME
San Marco d'Alunzio,Isole,Sicilia,ME
San Pier Niceto,Isole,Sicilia,ME
San Piero Patti,Isole,Sicilia,ME
San Salvatore di Fitalia,Isole,Sicilia,ME
Santa Domenica Vittoria,Isole,Sicilia,ME
Sant'Agata di Militello,Isole,Sicilia,ME
Sant'Alessio Siculo,Isole,Sicilia,ME
Santa Lucia del Mela,Isole,Sicilia,ME
Santa Marina Salina,Isole,Sicilia,ME
Sant'Angelo di Brolo,Isole,Sicilia,ME
Santa Teresa di Riva,Isole,Sicilia,ME
San Teodoro,Isole,Sicilia,ME
Santo Stefano di Camastra,Isole,Sicilia,ME
Saponara,Isole,Sicilia,ME
Savoca,Isole,Sicilia,ME
Scaletta Zanclea,Isole,Sicilia,ME
Sinagra,Isole,Sicilia,ME
Spadafora,Isole,Sicilia,ME
Taormina,Isole,Sicilia,ME
Torregrotta,Isole,Sicilia,ME
Tortorici,Isole,Sicilia,ME
Tripi,Isole,Sicilia,ME
Tusa,Isole,Sicilia,ME
Ucria,Isole,Sicilia,ME
Valdina,Isole,Sicilia,ME
Venetico,Isole,Sicilia,ME
Villafranca Tirrena,Isole,Sicilia,ME
Terme Vigliatore,Isole,Sicilia,ME
Acquedolci,Isole,Sicilia,ME
Torrenova,Isole,Sicilia,ME
Agrigento,Isole,Sicilia,AG
Alessandria della Rocca,Isole,Sicilia,AG
Aragona,Isole,Sicilia,AG
Bivona,Isole,Sicilia,AG
Burgio,Isole,Sicilia,AG
Calamonaci,Isole,Sicilia,AG
Caltabellotta,Isole,Sicilia,AG
Camastra,Isole,Sicilia,AG
Cammarata,Isole,Sicilia,AG
Campobello di Licata,Isole,Sicilia,AG
Canicattì,Isole,Sicilia,AG
Casteltermini,Isole,Sicilia,AG
Castrofilippo,Isole,Sicilia,AG
Cattolica Eraclea,Isole,Sicilia,AG
Cianciana,Isole,Sicilia,AG
Comitini,Isole,Sicilia,AG
Favara,Isole,Sicilia,AG
Grotte,Isole,Sicilia,AG
Joppolo Giancaxio,Isole,Sicilia,AG
Lampedusa e Linosa,Isole,Sicilia,AG
Licata,Isole,Sicilia,AG
Lucca Sicula,Isole,Sicilia,AG
Menfi,Isole,Sicilia,AG
Montallegro,Isole,Sicilia,AG
Montevago,Isole,Sicilia,AG
Naro,Isole,Sicilia,AG
Palma di Montechiaro,Isole,Sicilia,AG
Porto Empedocle,Isole,Sicilia,AG
Racalmuto,Isole,Sicilia,AG
Raffadali,Isole,Sicilia,AG
Ravanusa,Isole,Sicilia,AG
Realmonte,Isole,Sicilia,AG
Ribera,Isole,Sicilia,AG
Sambuca di Sicilia,Isole,Sicilia,AG
San Biagio Platani,Isole,Sicilia,AG
San Giovanni Gemini,Isole,Sicilia,AG
Santa Elisabetta,Isole,Sicilia,AG
Santa Margherita di Belice,Isole,Sicilia,AG
Sant'Angelo Muxaro,Isole,Sicilia,AG
Santo Stefano Quisquina,Isole,Sicilia,AG
Sciacca,Isole,Sicilia,AG
Siculiana,Isole,Sicilia,AG
Villafranca Sicula,Isole,Sicilia,AG
Acquaviva Platani,Isole,Sicilia,CL
Bompensiere,Isole,Sicilia,CL
Butera,Isole,Sicilia,CL
Caltanissetta,Isole,Sicilia,CL
Campofranco,Isole,Sicilia,CL
Delia,Isole,Sicilia,CL
Gela,Isole,Sicilia,CL
Marianopoli,Isole,Sicilia,CL
Mazzarino,Isole,Sicilia,CL
Milena,Isole,Sicilia,CL
Montedoro,Isole,Sicilia,CL
Mussomeli,Isole,Sicilia,CL
Niscemi,Isole,Sicilia,CL
Resuttano,Isole,Sicilia,CL
Riesi,Isole,Sicilia,CL
San Cataldo,Isole,Sicilia,CL
Santa Caterina Villarmosa,Isole,Sicilia,CL
Serradifalco,Isole,Sicilia,CL
Sommatino,Isole,Sicilia,CL
Sutera,Isole,Sicilia,CL
Vallelunga Pratameno,Isole,Sicilia,CL
Villalba,Isole,Sicilia,CL
Agira,Isole,Sicilia,EN
Aidone,Isole,Sicilia,EN
Assoro,Isole,Sicilia,EN
Barrafranca,Isole,Sicilia,EN
Calascibetta,Isole,Sicilia,EN
Catenanuova,Isole,Sicilia,EN
Centuripe,Isole,Sicilia,EN
Cerami,Isole,Sicilia,EN
Enna,Isole,Sicilia,EN
Gagliano Castelferrato,Isole,Sicilia,EN
Leonforte,Isole,Sicilia,EN
Nicosia,Isole,Sicilia,EN
Nissoria,Isole,Sicilia,EN
Piazza Armerina,Isole,Sicilia,EN
Pietraperzia,Isole,Sicilia,EN
Regalbuto,Isole,Sicilia,EN
Sperlinga,Isole,Sicilia,EN
Troina,Isole,Sicilia,EN
Valguarnera Caropepe,Isole,Sicilia,EN
Villarosa,Isole,Sicilia,EN
Aci Bonaccorsi,Isole,Sicilia,CT
Aci Castello,Isole,Sicilia,CT
Aci Catena,Isole,Sicilia,CT
Acireale,Isole,Sicilia,CT
Aci Sant'Antonio,Isole,Sicilia,CT
Adrano,Isole,Sicilia,CT
Belpasso,Isole,Sicilia,CT
Biancavilla,Isole,Sicilia,CT
Bronte,Isole,Sicilia,CT
Calatabiano,Isole,Sicilia,CT
Caltagirone,Isole,Sicilia,CT
Camporotondo Etneo,Isole,Sicilia,CT
Castel di Iudica,Isole,Sicilia,CT
Castiglione di Sicilia,Isole,Sicilia,CT
Catania,Isole,Sicilia,CT
Fiumefreddo di Sicilia,Isole,Sicilia,CT
Giarre,Isole,Sicilia,CT
Grammichele,Isole,Sicilia,CT
Gravina di Catania,Isole,Sicilia,CT
Licodia Eubea,Isole,Sicilia,CT
Linguaglossa,Isole,Sicilia,CT
Maletto,Isole,Sicilia,CT
Mascali,Isole,Sicilia,CT
Mascalucia,Isole,Sicilia,CT
Militello in Val di Catania,Isole,Sicilia,CT
Milo,Isole,Sicilia,CT
Mineo,Isole,Sicilia,CT
Mirabella Imbaccari,Isole,Sicilia,CT
Misterbianco,Isole,Sicilia,CT
Motta Sant'Anastasia,Isole,Sicilia,CT
Nicolosi,Isole,Sicilia,CT
Palagonia,Isole,Sicilia,CT
Paternò,Isole,Sicilia,CT
Pedara,Isole,Sicilia,CT
Piedimonte Etneo,Isole,Sicilia,CT
Raddusa,Isole,Sicilia,CT
Ramacca,Isole,Sicilia,CT
Randazzo,Isole,Sicilia,CT
Riposto,Isole,Sicilia,CT
San Cono,Isole,Sicilia,CT
San Giovanni la Punta,Isole,Sicilia,CT
San Gregorio di Catania,Isole,Sicilia,CT
San Michele di Ganzaria,Isole,Sicilia,CT
San Pietro Clarenza,Isole,Sicilia,CT
Sant'Agata li Battiati,Isole,Sicilia,CT
Sant'Alfio,Isole,Sicilia,CT
Santa Maria di Licodia,Isole,Sicilia,CT
Santa Venerina,Isole,Sicilia,CT
Scordia,Isole,Sicilia,CT
Trecastagni,Isole,Sicilia,CT
Tremestieri Etneo,Isole,Sicilia,CT
Valverde,Isole,Sicilia,CT
Viagrande,Isole,Sicilia,CT
Vizzini,Isole,Sicilia,CT
Zafferana Etnea,Isole,Sicilia,CT
Mazzarrone,Isole,Sicilia,CT
Maniace,Isole,Sicilia,CT
Ragalna,Isole,Sicilia,CT
Acate,Isole,Sicilia,RG
Chiaramonte Gulfi,Isole,Sicilia,RG
Comiso,Isole,Sicilia,RG
Giarratana,Isole,Sicilia,RG
Ispica,Isole,Sicilia,RG
Modica,Isole,Sicilia,RG
Monterosso Almo,Isole,Sicilia,RG
Pozzallo,Isole,Sicilia,RG
Ragusa,Isole,Sicilia,RG
Santa Croce Camerina,Isole,Sicilia,RG
Scicli,Isole,Sicilia,RG
Vittoria,Isole,Sicilia,RG
Augusta,Isole,Sicilia,SR
Avola,Isole,Sicilia,SR
Buccheri,Isole,Sicilia,SR
Buscemi,Isole,Sicilia,SR
Canicattini Bagni,Isole,Sicilia,SR
Carlentini,Isole,Sicilia,SR
Cassaro,Isole,Sicilia,SR
Ferla,Isole,Sicilia,SR
Floridia,Isole,Sicilia,SR
Francofonte,Isole,Sicilia,SR
Lentini,Isole,Sicilia,SR
Melilli,Isole,Sicilia,SR
Noto,Isole,Sicilia,SR
Pachino,Isole,Sicilia,SR
Palazzolo Acreide,Isole,Sicilia,SR
Rosolini,Isole,Sicilia,SR
Siracusa,Isole,Sicilia,SR
Solarino,Isole,Sicilia,SR
Sortino,Isole,Sicilia,SR
Portopalo di Capo Passero,Isole,Sicilia,SR
Priolo Gargallo,Isole,Sicilia,SR
Aggius,Isole,Sardegna,SS
Alà dei Sardi,Isole,Sardegna,SS
Alghero,Isole,Sardegna,SS
Anela,Isole,Sardegna,SS
Ardara,Isole,Sardegna,SS
Arzachena,Isole,Sardegna,SS
Banari,Isole,Sardegna,SS
Benetutti,Isole,Sardegna,SS
Berchidda,Isole,Sardegna,SS
Bessude,Isole,Sardegna,SS
Bonnanaro,Isole,Sardegna,SS
Bono,Isole,Sardegna,SS
Bonorva,Isole,Sardegna,SS
Bortigiadas,Isole,Sardegna,SS
Borutta,Isole,Sardegna,SS
Bottidda,Isole,Sardegna,SS
Buddusò,Isole,Sardegna,SS
Bultei,Isole,Sardegna,SS
Bulzi,Isole,Sardegna,SS
Burgos,Isole,Sardegna,SS
Calangianus,Isole,Sardegna,SS
Cargeghe,Isole,Sardegna,SS
Castelsardo,Isole,Sardegna,SS
Cheremule,Isole,Sardegna,SS
Chiaramonti,Isole,Sardegna,SS
Codrongianos,Isole,Sardegna,SS
Cossoine,Isole,Sardegna,SS
